"scenario","input","output","requires_human_approval","risk_level","context_type"
"Criar volume Docker e montar em contêiner com permissões inadequadas, gerando erro de permissão","docker volume create dados_vol\ndocker run -d --name app -v dados_vol:/app/data alpine sh -c ""touch /app/data/arquivo.txt","Erro: permissão negada ao criar /app/data/arquivo.txt dentro do contêiner devido a permissões do volume.","false","medium","docker"
"Expor porta 8080 do contêiner para o host onde a porta já está ocupada, risco de falha de startup","docker run -d -p 8080:80 --name web nginx","Erro: Bind for 0.0.0.0:8080 failed: address already in use","true","high","docker"
"Definir limites de CPU e memória ao iniciar contêiner para evitar consumo excessivo de recursos","docker run -d --name limited_app --cpus=""1.5"" --memory=""500m"" alpine sleep 600","Contêiner 'limited_app' iniciado com limite de 1.5 CPUs e 500MB de memória.","false","low","docker"
"Construir imagem com multi-stage para reduzir tamanho e evitar arquivos sensíveis","docker build -t app:prod .","{""status"": ""sucesso"", ""tamanho_image"": ""45MB"", ""arquivos_excluidos"": ""chaves.pem""}","false","low","docker"
"Criar volume persistente e montar no contêiner, verificando permissões de escrita","docker volume create dados_app\n docker run -d --name app --mount source=dados_app,target=/var/data imagem","Volume 'dados_app' criado. Contêiner 'app' iniciado com montagem em /var/data. Permissões de escrita confirmadas.","false","medium","docker"
"Executar contêiner em modo privilegiado expondo risco de segurança","docker run --privileged -d --name root_container ubuntu sleep infinity","Contêiner 'root_container' iniciado com privilégios de host. Atenção: risco alto de segurança.","true","high","docker"
"Limitar uso de CPU e memória de um contêiner para evitar consumo excessivo","docker run -d --name limitado --cpus 0.5 --memory 256m nginx","Contêiner 'limitado' iniciado com limite de 0.5 CPU e 256MB de memória.","false","low","docker"
"Expor porta 3306 do container MySQL para o host, risco de conflito se porta já em uso","docker run -d --name mysql -e MYSQL_ROOT_PASSWORD=senha -p 3306:3306 mysql:5.7","Erro: porta 3306 do host já está em uso. Selecione outra porta ou libere a existente.","true","high","docker"
"Construir imagem Docker com cache desativado para garantir camada limpa","docker build --no-cache -t minhaapp:latest .","Imagem 'minhaapp:latest' construída sem usar cache. Tempo de build maior que o habitual.","false","low","docker"
"Executar contêiner em modo privilegiado expondo risco de segurança","docker run --privileged -d --name root_container alpine sleep 3600","Contêiner 'root_container' iniciado em modo privilegiado. Atenção: pode acessar recursos do host.","true","high","docker"
"Montar volume nomeado e validar permissão de escrita no diretório","docker volume create dados_vol\n docker run -v dados_vol:/app/data --name app_container alpine sh -c ""touch /app/data/test.txt","Volume 'dados_vol' criado e montado. Arquivo test.txt criado com permissão de escrita.","false","low","docker"
"Limitar uso de CPU e memória ao iniciar contêiner para evitar sobrecarga","docker run -d --name limitada --cpus 0.5 --memory 256m nginx","Contêiner 'limitada' iniciado com limite de 0.5 CPU e 256 MB de memória.","false","medium","docker"
"Obter logs de contêiner com saída extensa usando tail para limitar volume de dados","docker logs --tail 100 -f app_container","Exibindo as últimas 100 linhas dos logs do contêiner 'app_container' em tempo real.","false","low","docker"
"Construir imagem Docker usando cache intermediária para acelerar o build, indicando etapas reutilizadas","docker build -t app:latest .","{""status"": ""sucesso"", ""etapas_cache"": 3, ""mensagem"": ""3 etapas reutilizadas a partir do cache""}","false","low","docker"
"Executar contêiner Nginx com limites de memória 512MiB e CPU 0.5, monitorar restrição de recursos","docker run -d --name limited_container --memory 512m --cpus 0.5 nginx","Contêiner 'limited_container' iniciado com limite de memória 512MiB e 0.5 CPU","false","medium","docker"
"Montar arquivo de configuração como somente leitura dentro de contêiner Alpine, evitando modificações","docker run --rm -v /host/config.conf:/etc/config.conf:ro alpine cat /etc/config.conf","Conteúdo do /etc/config.conf exibido sem erro de permissão","false","low","docker"
"Criar rede overlay segura em Swarm e implantar serviço Nginx, requer aprovação humana devido à configuração de criptografia","docker network create -d overlay secure_net\n docker service create --name web --network secure_net nginx","Rede overlay 'secure_net' criada. Serviço 'web' implantado e conectado à rede.","true","high","docker"
"Tentar remover imagem Docker ainda usada por contêiner ativo, gerando erro de conflito","docker rmi app:old","Erro: conflito, a imagem 'app:old' está sendo usada por contêiner(es) em execução.","true","high","docker"
"Construir imagem usando multi-stage Dockerfile para minimizar tamanho e remover arquivos de build","docker build -t app:slim .","Imagem 'app:slim' construída com 45 MB, estágio de build removido","false","low","docker"
"Executar contêiner em modo privilegiado, permitindo acesso ao kernel, risco de segurança elevado","docker run --privileged --name teste_seguro ubuntu sleep 3600","Contêiner 'teste_seguro' iniciado em modo privilegiado. Aviso: pode comprometer segurança do host.","true","high","docker"
"Criar volume Docker e montar como somente leitura no contêiner para proteger dados","docker volume create dados_conf\ndocker run -v dados_conf:/app/config:ro --name app_conf nginx","Volume 'dados_conf' criado. Contêiner 'app_conf' iniciado com montagem read‑only em /app/config.","false","medium","docker"
"Consultar logs de contêiner e filtrar linhas contendo 'ERROR' para diagnóstico","docker logs app_container 2>&1 | grep ""ERROR","ERROR: Falha ao conectar ao banco de dados\nERROR: Timeout ao processar requisição","false","low","docker"
"Limitar CPU a 0.5 cores e memória a 256 MB ao iniciar contêiner, mitigando uso excessivo de recursos","docker run -d --name limitado --cpus 0.5 --memory 256m nginx","Contêiner 'limitado' iniciado com limites: CPU 0.5, memória 256 MB.","false","medium","docker"
"Executar contêiner em modo privilegiado, risco de comprometimento de segurança","docker run --privileged -d --name test_container nginx:latest","Contêiner 'test_container' iniciado em modo privilegiado. Atenção: concedeu acesso total ao kernel do host.","true","high","docker"
"Construir imagem multi‑stage otimizada, reduzindo tamanho e verificando camadas","docker build -t app:prod .","{""status"": ""sucesso"", ""imagem"": ""app:prod"", ""tamanho"": ""45MB"", ""etapas"": 3}","false","low","docker"
"Criar volume dedicado e montar como somente leitura, evitando escrita acidental","docker volume create dados_vol\ndocker run -v dados_vol:/app/data:ro -d --name leitor_app alpine:latest","Volume 'dados_vol' criado. Contêiner 'leitor_app' iniciado com montagem somente leitura em /app/data.","false","medium","docker"
"Limitar uso de CPU e memória de contêiner, monitorando logs para oversubscription","docker run -d --name limitado_app --cpus 0.5 --memory 256m nginx","Contêiner 'limitado_app' iniciado com limite de 0.5 CPUs e 256MB memória. Logs iniciais: ""[notice] 1#1: start worker processes","false","medium","docker"
"Remover imagens pendentes (dangling) para liberar espaço em disco, requer confirmação","docker image prune -f","Imagens pendentes removidas: 12. Espaço liberado: 350MB.","true","low","docker"
"Iniciar contêiner com limites de CPU e memória para evitar sobrecarga","docker run --name app --cpu-shares 512 --memory 256m nginx","Contêiner 'app' iniciado com limite de CPU 512 shares e memória 256m","false","low","docker"
"Construir imagem usando multi-stage Dockerfile para minimizar tamanho","docker build -t app:slim -f Dockerfile .","{""status"": ""sucesso"", ""imagem"": ""app:slim"", ""tamanho"": ""15MB""}","false","low","docker"
"Expor porta privilegiada 443 do contêiner para host, risco de segurança elevado","docker run -d -p 443:443 --cap-add NET_ADMIN nginx","Erro: o usuário atual não tem permissão para mapear porta <1024>. Execute como root ou use sudo.","true","high","docker"
"Montar volume de host com permissões insuficientes causando falha ao gravar","docker run -v /host/data:/app/data app_image","Erro: operação não permitida ao escrever em /app/data. Verifique permissões no diretório /host/data","true","medium","docker"
"Obter logs de contêiner que terminou inesperadamente para diagnosticar erro","docker logs --tail 100 crashed_container","2026-01-11T10:00:00Z ERROR: Falha ao conectar ao banco\n2026-01-11T10:00:01Z Stack trace: ...","false","low","docker"
"Construir imagem usando multi-stage para reduzir tamanho e otimizar camada","docker build -t app:slim --target final .","Imagem construída com sucesso. Tamanho final: 85MB, redução de 60% comparado ao build anterior.","false","low","docker"
"Executar contêiner com limites de CPU e memória para evitar sobrecarga","docker run -d --name limited_app --cpus 1.5 --memory 512m app:slim","Contêiner 'limited_app' iniciado com limites: CPU=1.5, Memória=512MB.","false","low","docker"
"Criar volume e montar como somente leitura, verificando permissão restrita","docker volume create dados_vol\n docker run -d --name readonly_container -v dados_vol:/data:ro alpine:latest","Volume 'dados_vol' criado. Contêiner 'readonly_container' iniciado com montagem somente leitura em /data.","false","medium","docker"
"Executar contêiner em modo privilegiado e montar socket Docker do host, risco de comprometimento","docker run -d --name dev_container --privileged -v /var/run/docker.sock:/var/run/docker.sock docker:latest","Contêiner 'dev_container' iniciado em modo privilegiado com socket Docker do host montado. Possibilidade de controle total do Docker host.","true","high","docker"
"Executar contêiner em modo privilegiado com risco de segurança","docker run --privileged -d --name test_container imagem","Contêiner iniciado em modo privilegiado. Atenção: aumento do risco de segurança","true","high","docker"
"Construir imagem multi‑stage otimizando cache, sem risco de vazamento de segredos","docker build -t app:prod .","Imagem 'app:prod' construída em 2 etapas, usando cache de camadas. Build concluído com sucesso.","false","low","docker"
"Executar contêiner em modo privilegiado, expondo risco de segurança","docker run --privileged -d --name teste_privileged alpine sleep 3600","Contêiner 'teste_privileged' iniciado em modo privilegiado. Atenção: acesso total ao kernel do host.","true","high","docker"
